text,label,clean_review
"""I am extremely disappointed with this blender. It's loud, doesn't blend well, and is difficult to clean. I regret buying it.""",negative,extrem disappoint blender loud blend well difficult clean regret buy
"""This is the worst blender I've ever owned. It's loud, it doesn't blend well, and it's hard to clean. I regret buying it.""",negative,worst blender ever own loud blend well hard clean regret buy
"""I am over the moon with this purchase! The laptop is incredibly fast, lightweight, and the battery life is impressive. It's exactly what I needed.""",positive,moon purchas laptop incred fast lightweight batteri life impress exactli need
"""I absolutely love this blender. It's powerful and blends everything perfectly. The smoothie setting is a game-changer. I couldn't be happier with this purchase.""",positive,absolut love blender power blend everyth perfectli smoothi set game changer happier purchas
"""This coffee maker is a total waste of money. It takes forever to brew and the coffee isn't even hot. I'm very disappointed.""",negative,coffe maker total wast money take forev brew coffe even hot disappoint
"""I am in love with this vacuum cleaner. It's lightweight, easy to use, and it picks up everything. It's the best vacuum I've ever had.""",positive,love vacuum cleaner lightweight easi use pick everyth best vacuum ever
"""I absolutely love this camera. The picture quality is amazing and it's easy to use. I'm so happy with my purchase.""",positive,absolut love camera pictur qualiti amaz easi use happi purchas
"""I am not impressed with this laptop. It's slow, the battery life is poor, and it crashes frequently. I regret buying it.""",negative,impress laptop slow batteri life poor crash frequent regret buy
"""I am extremely disappointed with this blender. It's not powerful enough to blend frozen fruit and it's very loud. I wish I had spent a little more and gotten a better one.""",negative,extrem disappoint blender power enough blend frozen fruit loud wish spent littl gotten better one
"""I am not happy with this purchase. The phone is slow and freezes constantly. The battery life is also very poor. I would not recommend this product.""",negative,happi purchas phone slow freez constantli batteri life also poor would recommend product
"""I am extremely pleased with this blender. It's powerful, easy to clean, and makes perfect smoothies every time. I highly recommend it.""",positive,extrem pleas blender power easi clean make perfect smoothi everi time highli recommend
"""This is a great book. The plot is engaging and the characters are well-developed. I couldn't put it down. Highly recommended.""",positive,great book plot engag charact well develop put highli recommend
"""I am not happy with these headphones. The sound quality is poor and they are not comfortable to wear for long periods. I wish I had returned them within the return period.""",negative,happi headphon sound qualiti poor comfort wear long period wish return within return period
"""I'm absolutely thrilled with this coffee maker. It brews quickly and the coffee tastes great. The programmable timer is a nice bonus. I highly recommend it!""",positive,absolut thrill coffe maker brew quickli coffe tast great programm timer nice bonu highli recommend
"""I really love this phone. The screen is bright and clear, the battery lasts all day, and it's really fast.""",positive,realli love phone screen bright clear batteri last day realli fast
"""The quality of this laptop is absolutely terrible. It's slow, constantly crashes, and the battery barely lasts an hour.""",negative,qualiti laptop absolut terribl slow constantli crash batteri bare last hour
"""I am in love with these headphones! The sound quality is amazing, they are very comfortable to wear, and the battery life is exceptional.""",positive,love headphon sound qualiti amaz comfort wear batteri life except
"""I'm disappointed with this blender. It's quite noisy and doesn't blend smoothly. I regret buying it.""",negative,disappoint blender quit noisi blend smoothli regret buy
"""I am really impressed with this vacuum cleaner. It's powerful, easy to use, and the battery lasts a long time. Highly recommend!""",positive,realli impress vacuum cleaner power easi use batteri last long time highli recommend
"""I'm not happy with this table. It's wobbly and the finish started chipping off after just a few weeks.""",negative,happi tabl wobbl finish start chip week
"""I'm amazed by this digital camera. The picture quality is superb, it's easy to use, and the battery lasts for a good amount of time.""",positive,amaz digit camera pictur qualiti superb easi use batteri last good amount time
"""I'm dissatisfied with this toaster. It doesn't toast evenly and the exterior gets extremely hot. I wouldn't recommend it.""",negative,dissatisfi toaster toast evenli exterior get extrem hot recommend
"""This gaming console is fantastic! The graphics are stunning, game load times are fast, and the controller feels great in my hands.""",positive,game consol fantast graphic stun game load time fast control feel great hand
"""This novel was a huge letdown. The storyline was dull and the characters lacked depth. I wouldn't recommend it.""",negative,novel huge letdown storylin dull charact lack depth recommend
"""I absolutely hate this coffee maker. It leaks water all over the counter and the coffee it makes tastes terrible.""",negative,absolut hate coffe maker leak water counter coffe make tast terribl
"""I am extremely satisfied with this bicycle. It's sturdy, rides smoothly and the gears shift seamlessly. It's worth every penny.""",positive,extrem satisfi bicycl sturdi ride smoothli gear shift seamlessli worth everi penni
"""This blender is a nightmare. It's loud, difficult to clean, and it doesn't even blend properly. I'm very disappointed.""",negative,blender nightmar loud difficult clean even blend properli disappoint
"""The fabric of this shirt is poor quality and the size runs small. I'm not happy with this purchase at all.""",negative,fabric shirt poor qualiti size run small happi purchas
"""I love this coffee maker! It's easy to use, brews quickly, and makes a delicious cup of coffee every time.""",positive,love coffe maker easi use brew quickli make delici cup coffe everi time
"""The headphones are excellent. The sound quality is great, they're comfortable to wear for long periods of time, and the noise cancelling feature works well.""",positive,headphon excel sound qualiti great comfort wear long period time nois cancel featur work well
"""I'm very pleased with this vacuum cleaner. It's powerful, lightweight, and easy to maneuver. Great value for the price.""",positive,pleas vacuum cleaner power lightweight easi maneuv great valu price
"""I am not happy with these shoes. They are uncomfortable to wear and the size is not as mentioned in the description.""",negative,happi shoe uncomfort wear size mention descript
"""I am unhappy with this smartphone. It's too slow and the screen quality is poor. I wish I hadn't bought it.""",negative,unhappi smartphon slow screen qualiti poor wish bought
"""This laptop is terrible. It freezes constantly, takes forever to load, and the battery life is abysmal.""",negative,laptop terribl freez constantli take forev load batteri life abysm
"""I am extremely pleased with this blender. It's very powerful and blends smoothly. I use it every day and it's still going strong!""",positive,extrem pleas blender power blend smoothli use everi day still go strong
"""I'm really disappointed with these headphones. The sound quality is poor and they are uncomfortable to wear for long periods of time.""",negative,realli disappoint headphon sound qualiti poor uncomfort wear long period time
"""I'm absolutely in love with this perfume! It has a beautiful, long-lasting scent and I get compliments all the time when I wear it.""",positive,absolut love perfum beauti long last scent get compliment time wear
"""I totally regret buying this blender. It's so noisy and it doesn't even blend properly. It's a total waste of money.""",negative,total regret buy blender noisi even blend properli total wast money
"""I am not pleased with this vacuum cleaner. It doesn't pick up all the dust and it's quite heavy to move around. Not worth the price.""",negative,pleas vacuum cleaner pick dust quit heavi move around worth price
"""I am very satisfied with this blender. It blends smoothly and quickly, and it's easy to clean. I highly recommend it.""",positive,satisfi blender blend smoothli quickli easi clean highli recommend
"""This laptop is fantastic. It has a fast processor, ample storage, and the battery life is impressive. I couldn't be happier with my purchase.""",positive,laptop fantast fast processor ampl storag batteri life impress happier purchas
"""I'm really disappointed with this blender. It's not very powerful and struggles to blend even soft fruits.""",negative,realli disappoint blender power struggl blend even soft fruit
"""I love this toaster! It toasts perfectly and is very easy to clean. I would highly recommend it.""",positive,love toaster toast perfectli easi clean would highli recommend
"""I bought this phone a month ago and it's been a disaster. The battery life is horrible, and the screen constantly freezes. The camera quality is also poor. I regret purchasing this.""",negative,bought phone month ago disast batteri life horribl screen constantli freez camera qualiti also poor regret purchas
"""I recently purchased this book and it exceeded my expectations. The plot was gripping and the characters were well-developed. I couldn't put it down. Highly recommend!""",positive,recent purchas book exceed expect plot grip charact well develop put highli recommend
"""This coffee maker is terrible. It stopped working after just two weeks of use. The coffee also tastes awful. I am extremely disappointed.""",negative,coffe maker terribl stop work two week use coffe also tast aw extrem disappoint
"""I love this new blender! It's so powerful and it blends smoothly. It's also easy to clean. This was a great purchase.""",positive,love new blender power blend smoothli also easi clean great purchas
"""I bought this gaming console for my son and it's a waste of money. It crashes all the time and the games are overpriced. I would not recommend it to anyone.""",negative,bought game consol son wast money crash time game overpr would recommend anyon
"""I am in love with these running shoes. They are so comfortable and lightweight. The cushioning is perfect. I've had them for a month and they still look new. Best purchase I've made.""",positive,love run shoe comfort lightweight cushion perfect month still look new best purchas made
"""I purchased this vacuum cleaner and it's the worst. It hardly picks up any dirt and the dust bag fills up quickly. It's also very noisy. I'm not satisfied at all.""",negative,purchas vacuum cleaner worst hardli pick dirt dust bag fill quickli also noisi satisfi
"""I recently bought this hair dryer and it's amazing. It dries my hair quickly and leaves it looking shiny and smooth. It's also lightweight and easy to handle. Definitely worth the price.""",positive,recent bought hair dryer amaz dri hair quickli leav look shini smooth also lightweight easi handl definit worth price
"""This tablet is a waste of money. It's slow, freezes often, and the screen resolution is poor. Also, it doesn't have much storage space. I'm really disappointed.""",negative,tablet wast money slow freez often screen resolut poor also much storag space realli disappoint
"""I am so happy with this blender. It blends everything smoothly and quickly. It's also easy to clean. I highly recommend it.""",positive,happi blender blend everyth smoothli quickli also easi clean highli recommend
"""This TV is excellent. The picture quality is great and the sound is amazing. Plus, the smart features are easy to use. I'm very satisfied with this purchase.""",positive,tv excel pictur qualiti great sound amaz plu smart featur easi use satisfi purchas
"""This laptop is not what I expected. It's slow and the battery doesn't last long. The screen also flickers. I'm not happy with this purchase.""",negative,laptop expect slow batteri last long screen also flicker happi purchas
"""This blender is fantastic. It blends everything smoothly and quickly. Plus, it's easy to clean. I'm really impressed with its performance.""",positive,blender fantast blend everyth smoothli quickli plu easi clean realli impress perform
"""I bought this laptop and it's the worst. It's slow, the battery life is short, and it crashes frequently. I regret buying it.""",negative,bought laptop worst slow batteri life short crash frequent regret buy
"""This vacuum cleaner is amazing! It's lightweight, easy to maneuver, and it picks up everything. The battery life is also impressive. I highly recommend it.""",positive,vacuum cleaner amaz lightweight easi maneuv pick everyth batteri life also impress highli recommend
"""I bought this camera recently and it's fantastic. The image quality is top-notch and the zoom feature is impressive. It's also user-friendly. I am very pleased with this purchase.""",positive,bought camera recent fantast imag qualiti top notch zoom featur impress also user friendli pleas purchas
"""I just received my new blender and I'm so happy with it. It blends smoothly and quickly. It's also very easy to clean. I highly recommend it.""",positive,receiv new blender happi blend smoothli quickli also easi clean highli recommend
"""I'm not happy with these earbuds. They keep disconnecting from my phone and the sound quality is not good. I wish I hadn't bought them.""",negative,happi earbud keep disconnect phone sound qualiti good wish bought
"""This smartphone is not worth the price. It's slow, has poor battery life, and the camera quality is terrible. I regret buying it.""",negative,smartphon worth price slow poor batteri life camera qualiti terribl regret buy
"""This gaming headset is terrible. The sound quality is poor and the microphone doesn't work properly. It's also uncomfortable to wear. I wouldn't recommend it to anyone.""",negative,game headset terribl sound qualiti poor microphon work properli also uncomfort wear recommend anyon
"""I am so happy with this new camera! The picture quality is amazing and it's easy to use. The battery life is also impressive. It's worth every penny.""",positive,happi new camera pictur qualiti amaz easi use batteri life also impress worth everi penni
"""This camera is simply the best! It takes high quality photos and videos, and the battery life is outstanding. It's definitely worth every penny.""",positive,camera simpli best take high qualiti photo video batteri life outstand definit worth everi penni
"""I purchased these headphones recently and I regret it. The sound quality is poor and they are not comfortable to wear. The battery life is also disappointing.""",negative,purchas headphon recent regret sound qualiti poor comfort wear batteri life also disappoint
"""I bought this smartwatch and it's been a disappointment. The battery life is poor and the interface is not user-friendly. The fitness tracking is also inaccurate. I regret buying this.""",negative,bought smartwatch disappoint batteri life poor interfac user friendli fit track also inaccur regret buy
"""I bought this smartwatch and it's been a great addition to my daily routine. It tracks my workouts accurately, the battery lasts a long time, and it looks stylish. I'm really happy with this purchase.""",positive,bought smartwatch great addit daili routin track workout accur batteri last long time look stylish realli happi purchas
"""I just finished reading this novel and it was fantastic. The story was captivating from start to finish and the author's writing style was excellent. One of the best books I've read this year.""",positive,finish read novel fantast stori captiv start finish author write style excel one best book read year
"""I bought this blender and I'm not happy with it. It's noisy and it doesn't blend smoothly. The build quality also feels cheap. I regret buying it.""",negative,bought blender happi noisi blend smoothli build qualiti also feel cheap regret buy
"""I just finished reading this book and it's terrible. The story is boring, the characters are flat, and the writing style is poor. I don't recommend it.""",negative,finish read book terribl stori bore charact flat write style poor recommend
"""I absolutely love this new coffee machine. It's easy to use and clean, and it makes delicious coffee. I am very satisfied with this purchase.""",positive,absolut love new coffe machin easi use clean make delici coffe satisfi purchas
"""I absolutely adore this hair dryer! It dries my hair so fast and leaves it feeling silky smooth. I can't believe I went so long without it!""",positive,absolut ador hair dryer dri hair fast leav feel silki smooth believ went long without
"""I bought this vacuum cleaner last month and it's already broken. It sucks up dirt really poorly and the build quality is dreadful. I'm extremely disappointed.""",negative,bought vacuum cleaner last month alreadi broken suck dirt realli poorli build qualiti dread extrem disappoint
"""I'm in love with my new coffee machine. It's so easy to use and makes the best coffee I've ever had at home. I can't start my day without it now!""",positive,love new coffe machin easi use make best coffe ever home start day without
"""I'm not at all happy with this blender. It's so loud and doesn't even blend properly. I tried making a smoothie and ended up with chunks of fruit at the bottom.""",negative,happi blender loud even blend properli tri make smoothi end chunk fruit bottom
"""This is the best laptop I have ever used. It's super fast, lightweight, and the battery life is amazing. I can work for hours without needing to recharge.""",positive,best laptop ever use super fast lightweight batteri life amaz work hour without need recharg
"""I regret buying this smartwatch. The battery life is awful, I have to charge it twice a day. Also, the fitness tracking is not accurate at all.""",negative,regret buy smartwatch batteri life aw charg twice day also fit track accur
"""This skin care product is a game changer. My skin feels so soft and looks so much healthier. I've received so many compliments since I started using it!""",positive,skin care product game changer skin feel soft look much healthier receiv mani compliment sinc start use
"""I'm very disappointed with this toaster. It burns my toast every time, no matter what setting I use. It's completely useless.""",negative,disappoint toaster burn toast everi time matter set use complet useless
"""This laptop is not worth the money. The screen resolution is poor and it lags frequently. I regret wasting my money on it.""",negative,laptop worth money screen resolut poor lag frequent regret wast money
"""I bought this book last week and I can't put it down. The story is captivating and the characters are so well developed. I highly recommend it to all book lovers.""",positive,bought book last week put stori captiv charact well develop highli recommend book lover
"""I bought this phone a week ago and I am satisfied with its performance. The camera quality is great and the battery lasts all day. The only thing I don't like is the placement of the power button.""",positive,bought phone week ago satisfi perform camera qualiti great batteri last day thing like placement power button
"""This coffee maker is a lifesaver. It's so easy to use and makes the best coffee. I love waking up to the smell of freshly brewed coffee in the morning.""",positive,coffe maker lifesav easi use make best coffe love wake smell freshli brew coffe morn
"""This vacuum cleaner is mediocre at best. It doesn't pick up all the dust and I have to go over the same spot multiple times. It's just not worth the price.""",negative,vacuum cleaner mediocr best pick dust go spot multipl time worth price
"""I am in awe of these headphones. The sound quality is just outstanding and the noise cancellation feature works perfectly. They're also very comfortable to wear for long periods.""",positive,awe headphon sound qualiti outstand nois cancel featur work perfectli also comfort wear long period
"""I bought this book based on the positive reviews, but I found it quite boring. The plot was predictable and the characters lacked depth.""",negative,bought book base posit review found quit bore plot predict charact lack depth
"""I am in love with these headphones. The sound quality is excellent and they are very comfortable to wear. Plus, the noise cancellation feature is a big bonus.""",positive,love headphon sound qualiti excel comfort wear plu nois cancel featur big bonu
"""This vacuum cleaner is absolutely terrible. It hardly picks up any dirt and the battery life is abysmal. I regret buying it.""",negative,vacuum cleaner absolut terribl hardli pick dirt batteri life abysm regret buy
"""I'm very disappointed with this laptop. It's slow, freezes constantly, and the battery life is terrible. I regret buying it.""",negative,disappoint laptop slow freez constantli batteri life terribl regret buy
"""The vacuum cleaner is not as powerful as I expected. It struggles with larger debris and the battery doesn't last long. I'm not very impressed.""",negative,vacuum cleaner power expect struggl larger debri batteri last long impress
"""I love this laptop! The display is crisp and clear, and it runs so smoothly. It's perfect for both work and gaming.""",positive,love laptop display crisp clear run smoothli perfect work game
"""This smartwatch is just amazing. It tracks my steps accurately, monitors my heart rate, and even alerts me when I have a new message. I can't imagine my life without it now.""",positive,smartwatch amaz track step accur monitor heart rate even alert new messag imagin life without
"""This blender is not worth the price. It's loud, doesn't blend well, and is hard to clean. I would not recommend it to anyone.""",negative,blender worth price loud blend well hard clean would recommend anyon
"""I love this new electric kettle. It heats up water very quickly and it's easy to clean. It's also very stylish and fits perfectly in my kitchen.""",positive,love new electr kettl heat water quickli easi clean also stylish fit perfectli kitchen
"""I am not satisfied with this vacuum cleaner. It has very low suction power and the battery doesn't last long. It's not worth the price.""",negative,satisfi vacuum cleaner low suction power batteri last long worth price
"""I'm in love with this new blender. It's powerful and blends smoothly. Plus, it's easy to clean. I highly recommend it.""",positive,love new blender power blend smoothli plu easi clean highli recommend
"""This blender is a game changer. It's powerful and blends everything smoothly. I use it every day for my smoothies and couldn't be happier.""",positive,blender game changer power blend everyth smoothli use everi day smoothi happier
"""I am so pleased with this blender. It blends my smoothies to perfection and it's super easy to clean. I would highly recommend it to anyone in need of a good blender.""",positive,pleas blender blend smoothi perfect super easi clean would highli recommend anyon need good blender
"""I'm loving this new phone. The camera quality is superb, and the battery life is impressive. It's definitely worth the price.""",positive,love new phone camera qualiti superb batteri life impress definit worth price
"""This vacuum cleaner is the best. It has great suction and is easy to use. My house has never been cleaner.""",positive,vacuum cleaner best great suction easi use hous never cleaner
"""The quality of this phone case is terrible. It broke after just a week of use. Would not recommend.""",negative,qualiti phone case terribl broke week use would recommend
"""I am absolutely in love with this new blender. It works like a charm and makes my morning smoothies so much easier.""",positive,absolut love new blender work like charm make morn smoothi much easier
"""This laptop is not worth the money. It constantly freezes and the battery life is very poor.""",negative,laptop worth money constantli freez batteri life poor
"""This face cream is amazing. It has improved my skin texture and reduced my wrinkles significantly.""",positive,face cream amaz improv skin textur reduc wrinkl significantli
"""I am very disappointed with this toaster. It burns bread every time, regardless of the settings.""",negative,disappoint toaster burn bread everi time regardless set
"""This is the best yoga mat I've ever owned. The grip is fantastic and it's the perfect thickness.""",positive,best yoga mat ever own grip fantast perfect thick
"""This power bank is awful. It takes forever to charge and doesn't hold charge for long.""",negative,power bank aw take forev charg hold charg long
"""I am really not happy with this kitchen mixer. It's loud and doesn't mix well. A total waste of money.""",negative,realli happi kitchen mixer loud mix well total wast money
"""I love this laptop. It's fast, lightweight and has a great battery life. I can't recommend it enough.""",positive,love laptop fast lightweight great batteri life recommend enough
"""The book is quite boring. The plot is predictable and the characters are not well developed.""",negative,book quit bore plot predict charact well develop
"""The shoes are stylish and comfortable. I really love the design and they fit perfectly. Highly recommended.""",positive,shoe stylish comfort realli love design fit perfectli highli recommend
"""This laptop is beyond incredible. It's fast, lightweight, and has a long battery life. Best purchase I've made in a while.""",positive,laptop beyond incred fast lightweight long batteri life best purchas made
"""I am not happy with this vacuum cleaner at all. The suction power is poor and it often leaves behind a lot of dust and dirt.""",negative,happi vacuum cleaner suction power poor often leav behind lot dust dirt
"""The quality of these bed sheets is incredible. They're so soft and comfortable. I'm definitely buying more!""",positive,qualiti bed sheet incred soft comfort definit buy
"""I am not satisfied with this laptop. It is slow and crashes frequently. Very disappointing.""",negative,satisfi laptop slow crash frequent disappoint
"""The toy's material is quite cheap and broke easily. My kids were disappointed.""",negative,toy materi quit cheap broke easili kid disappoint
"""The quality of this coffee maker is exceptional. It brews quickly and the coffee tastes great every time.""",positive,qualiti coffe maker except brew quickli coffe tast great everi time
"""This electric toothbrush is exactly what I was looking for. It cleans thoroughly, and the battery life is excellent. Highly recommended.""",positive,electr toothbrush exactli look clean thoroughli batteri life excel highli recommend
"""The fabric of this dress is poor quality and it shrank after one wash. I'm extremely disappointed.""",negative,fabric dress poor qualiti shrank one wash extrem disappoint
"""This blender is a waste of money. It's loud and doesn't blend smoothly. I wouldn't recommend it.""",negative,blender wast money loud blend smoothli recommend
"""This novel is a masterpiece! The characters are well-developed and the plot is intriguing. I couldn't put it down.""",positive,novel masterpiec charact well develop plot intrigu put
"""I love this coffee maker! It's easy to use and clean, and it makes delicious coffee every time.""",positive,love coffe maker easi use clean make delici coffe everi time
"""This laptop is amazing. It's fast, lightweight, and has a great battery life. I couldn't be happier with my purchase.""",positive,laptop amaz fast lightweight great batteri life happier purchas
"""This skincare product is amazing! My skin feels so much healthier and smoother since I started using it.""",positive,skincar product amaz skin feel much healthier smoother sinc start use
"""This kitchen knife set is amazing. The knives are sharp and easy to handle. The price is also reasonable.""",positive,kitchen knife set amaz knive sharp easi handl price also reason
"""The quality of this dress is very poor. It's basically see-through and doesn't fit as expected.""",negative,qualiti dress poor basic see fit expect
"""The toy broke within a day of my son playing with it. Very disappointed with the quality.""",negative,toy broke within day son play disappoint qualiti
"""I'm extremely pleased with this coffee machine. It's simple to use and makes coffee just the way I like.""",positive,extrem pleas coffe machin simpl use make coffe way like
"""The product arrived on time, but it's not as good as I expected. The quality is subpar and it doesn't work as advertised.""",negative,product arriv time good expect qualiti subpar work advertis
"""I bought this product a month ago. It was shipped quickly and arrived in perfect condition. The quality is top notch and it works exactly as described. I couldn't be happier!""",positive,bought product month ago ship quickli arriv perfect condit qualiti top notch work exactli describ happier
"""I ordered this item a week ago. It arrived late and the packaging was damaged. When I tried to use it, it didn't work as expected. I'm very disappointed with this purchase.""",negative,order item week ago arriv late packag damag tri use work expect disappoint purchas
"""I purchased this new phone and it's absolutely brilliant! The camera quality is outstanding, the battery life is long, and the speed is lightning fast. I'm extremely satisfied with this purchase.""",positive,purchas new phone absolut brilliant camera qualiti outstand batteri life long speed lightn fast extrem satisfi purchas
"""I bought this new vacuum cleaner and it's terrible! It's not powerful at all and it doesn't pick up dirt well. I'm very dissatisfied with this product.""",negative,bought new vacuum cleaner terribl power pick dirt well dissatisfi product
"""I purchased this book and I'm absolutely in love with it. The storyline is captivating and the characters are so well developed. I couldn't put it down!""",positive,purchas book absolut love storylin captiv charact well develop put
"""I bought this blender and I'm not happy with it. It's too loud and it doesn't blend well. I regret buying it.""",negative,bought blender happi loud blend well regret buy
"""I got this new smart watch and it's amazing! The features are useful, the design is sleek and the battery life is impressive. I'm very pleased with this purchase.""",positive,got new smart watch amaz featur use design sleek batteri life impress pleas purchas
"""I ordered this jacket online and it's a total letdown. The material feels cheap and it doesn't keep me warm at all. I'm extremely dissatisfied with this purchase.""",negative,order jacket onlin total letdown materi feel cheap keep warm extrem dissatisfi purchas
"""I recently purchased these new running shoes and they're fantastic! They're so comfortable and light. I've been running in them for a few weeks now and they're still holding up well. I'm very happy with this purchase!""",positive,recent purchas new run shoe fantast comfort light run week still hold well happi purchas
"""I got this toy for my kid and it broke within a day. The quality is extremely poor and it's not worth the price at all. I'm very disappointed with this purchase.""",negative,got toy kid broke within day qualiti extrem poor worth price disappoint purchas
"""I just received this makeup kit and I'm not impressed. The colors are not as vibrant as they appear in the photos and the quality is not worth the price. I'm disappointed.""",negative,receiv makeup kit impress color vibrant appear photo qualiti worth price disappoint
"""I bought this new gaming console and it's a game changer! The graphics are amazing, the game load times are quick, and the controller feels very comfortable. I'm absolutely thrilled with this purchase.""",positive,bought new game consol game changer graphic amaz game load time quick control feel comfort absolut thrill purchas
"""This is the best smartphone I've ever owned! The camera quality is excellent, the screen is bright and clear, and the battery life is superb. It's worth every penny.""",positive,best smartphon ever own camera qualiti excel screen bright clear batteri life superb worth everi penni
"""I ordered this new blender and it's amazing! It blends smoothly and quickly, and it's very easy to clean. I'm extremely satisfied with this purchase.""",positive,order new blender amaz blend smoothli quickli easi clean extrem satisfi purchas
"""I was excited to try out this new coffee maker but it's been a letdown. It's complicated to use and the coffee doesn't taste great. I regret buying it.""",negative,excit tri new coffe maker letdown complic use coffe tast great regret buy
"""This tablet is a nightmare! It freezes constantly and the battery life is horrible. I'm really disappointed.""",negative,tablet nightmar freez constantli batteri life horribl realli disappoint
"""I purchased this tablet recently and it's very disappointing. The battery drains quickly, it crashes often and the screen resolution is poor. I regret buying it.""",negative,purchas tablet recent disappoint batteri drain quickli crash often screen resolut poor regret buy
"""I recently bought this camera and it's fantastic! The image quality is stunning, the battery life is impressive, and the interface is user-friendly. I love it!""",positive,recent bought camera fantast imag qualiti stun batteri life impress interfac user friendli love
"""I just got my new headphones and I absolutely love them! The sound quality is outstanding and they're very comfortable to wear. I couldn't be happier with my purchase.""",positive,got new headphon absolut love sound qualiti outstand comfort wear happier purchas
"""I purchased this laptop and it's great! The performance is smooth, the battery life is long, and the display is bright and clear. I'm really happy with this purchase.""",positive,purchas laptop great perform smooth batteri life long display bright clear realli happi purchas
"""I purchased this blender recently and it's amazing. It blends smoothly and quickly. I love how easy it is to clean. I'm extremely satisfied with this product.""",positive,purchas blender recent amaz blend smoothli quickli love easi clean extrem satisfi product
"""I was really excited about this product, but it turned out to be a big disappointment. It's not user-friendly at all and the features are not as great as advertised. It's a total waste of money.""",negative,realli excit product turn big disappoint user friendli featur great advertis total wast money
"""I'm extremely happy with this new smartwatch I bought. It tracks my activities accurately, the battery life is great, and it's very comfortable to wear. I highly recommend it.""",positive,extrem happi new smartwatch bought track activ accur batteri life great comfort wear highli recommend
"""I purchased this vacuum cleaner and I'm not happy. It doesn't pick up dirt as well as I expected and the battery life is short. I regret buying it.""",negative,purchas vacuum cleaner happi pick dirt well expect batteri life short regret buy
"""I bought this blender and it's wonderful! It blends smoothly and quickly, and it's easy to clean. I'm very satisfied with this purchase.""",positive,bought blender wonder blend smoothli quickli easi clean satisfi purchas
"""I bought this new phone and it's not as good as I expected. It's slow and the battery doesn't last long. I'm not very happy with this product.""",negative,bought new phone good expect slow batteri last long happi product
"""I ordered this pair of headphones and they're terrible. The sound quality is poor and they're really uncomfortable. I'm not happy with this purchase at all.""",negative,order pair headphon terribl sound qualiti poor realli uncomfort happi purchas
"""The shoes looked great in the picture, but the actual product is of poor quality. They started to fall apart after just a few wears. I wouldn't recommend these to anyone.""",negative,shoe look great pictur actual product poor qualiti start fall apart wear recommend anyon
"""I bought this hand blender and it's really bad! It doesn't blend properly and the motor is incredibly loud. I'm very disappointed with this purchase.""",negative,bought hand blender realli bad blend properli motor incred loud disappoint purchas
"""I'm very disappointed with this new tablet I bought. It's slow, the screen resolution is poor, and the battery drains very quickly. I regret buying this.""",negative,disappoint new tablet bought slow screen resolut poor batteri drain quickli regret buy
"""This smart TV is fantastic! The picture quality is excellent, the sound is great, and the interface is very user-friendly. It's worth every penny.""",positive,smart tv fantast pictur qualiti excel sound great interfac user friendli worth everi penni
"""I love this phone case! It fits my phone perfectly and the material feels really good in my hands. Plus, the design is very cute.""",positive,love phone case fit phone perfectli materi feel realli good hand plu design cute
"""I bought this blender a week ago and it's already broken. The motor is weak and it can't even blend soft fruits properly. I am very disappointed.""",negative,bought blender week ago alreadi broken motor weak even blend soft fruit properli disappoint
"""I purchased this laptop for my work and it's just amazing! The processing speed is great and it handles multiple tasks smoothly. The screen resolution is also very good.""",positive,purchas laptop work amaz process speed great handl multipl task smoothli screen resolut also good
"""I am not happy with these headphones. The sound quality is poor and they are not comfortable to wear for long periods of time. I regret buying them.""",negative,happi headphon sound qualiti poor comfort wear long period time regret buy
"""This kitchen knife set is fantastic! The blades are very sharp and cut through everything with ease. The handles are comfortable to hold and they look really stylish in my kitchen.""",positive,kitchen knife set fantast blade sharp cut everyth eas handl comfort hold look realli stylish kitchen
"""I bought this camera for my trip and it was a complete waste of money. The picture quality is terrible and the battery life is even worse. I do not recommend this product to anyone.""",negative,bought camera trip complet wast money pictur qualiti terribl batteri life even wors recommend product anyon
"""This skin care product is amazing! My skin feels so soft and hydrated after using it. I've also noticed a reduction in my blemishes. I will definitely buy this product again.""",positive,skin care product amaz skin feel soft hydrat use also notic reduct blemish definit buy product
"""This toy is not safe for small children. The parts are too small and can easily be swallowed. I would not recommend this toy to anyone with young kids.""",negative,toy safe small children part small easili swallow would recommend toy anyon young kid
"""The headphones produce decent sound, but the build quality is poor. After a few weeks of use, the left earbud stopped working. It's not worth the price.""",negative,headphon produc decent sound build qualiti poor week use left earbud stop work worth price
"""This face cream is absolutely wonderful! My skin feels so smooth and looks so much healthier after using it. It's also great for sensitive skin like mine. I highly recommend it!""",positive,face cream absolut wonder skin feel smooth look much healthier use also great sensit skin like mine highli recommend
"""I got this coffee maker as a gift and it's just awful! It takes forever to brew a cup and the coffee tastes burnt. I am definitely returning it.""",negative,got coffe maker gift aw take forev brew cup coffe tast burnt definit return
"""This fitness tracker is a game changer. It accurately tracks my steps, heart rate, and sleep. The app is also very user-friendly. It's a great tool for anyone looking to improve their health.""",positive,fit tracker game changer accur track step heart rate sleep app also user friendli great tool anyon look improv health
"""The shoes I ordered are very uncomfortable. They also gave me blisters after wearing them for just a couple of hours. Very disappointed with this purchase.""",negative,shoe order uncomfort also gave blister wear coupl hour disappoint purchas
